mac_timestamp,esp32_ms,ax,ay,az,gx,gy,gz
1778267525.0704863,1388483,-4.56,3.51,6.59,-8.18,8.95,-21.03
1778267525.0715654,1388505,-4.61,2.99,7.05,-7.43,13.70,-22.73
1778267525.072894,1388527,-4.75,3.10,6.76,-8.10,16.59,-21.60
1778267525.1263297,1388549,-4.40,2.64,6.95,-6.31,19.93,-21.33
1778267525.1279876,1388571,-4.48,2.99,6.69,-3.72,33.33,-22.31
1778267525.1860473,1388593,-4.50,2.95,7.02,-3.01,46.81,-24.44
1778267525.1878812,1388615,-4.59,3.44,6.46,-5.15,64.44,-29.87
1778267525.1892743,1388637,-4.45,2.90,6.53,-8.66,89.13,-39.59
1778267525.2462568,1388659,-4.40,2.40,7.14,-8.31,120.60,-45.36
1778267525.2477322,1388681,-4.56,3.40,6.83,-13.49,165.85,-64.76
1778267525.2491033,1388703,-5.81,4.37,4.44,-34.73,218.52,-105.76
1778267525.3063993,1388725,-3.89,3.42,6.81,-57.59,250.13,-171.97
1778267525.3080778,1388747,-8.20,7.55,4.33,-146.68,250.13,-250.14
1778267525.3091724,1388769,-19.62,4.64,13.05,-213.29,250.13,-250.14
1778267525.3664548,1388791,-19.62,1.38,9.07,-209.28,250.13,-250.14
1778267525.4267507,1388813,-19.62,9.80,16.80,-179.06,218.24,-250.14
1778267525.4281971,1388835,-16.22,19.34,19.62,-166.45,105.72,-243.57
1778267525.4291203,1388857,-19.62,10.49,11.58,-134.24,88.24,-149.20
1778267525.4298432,1388879,-5.26,9.07,13.89,104.64,-84.63,72.72
1778267525.4864845,1388901,-2.47,9.06,4.90,111.78,-156.71,135.52
1778267525.4880905,1388923,-0.83,5.28,1.77,95.27,-194.16,136.93
1778267525.4892316,1388945,0.78,2.90,0.41,97.66,-192.99,125.59
1778267525.5469,1388967,-1.19,3.59,2.06,141.90,-170.15,137.72
1778267525.5514967,1388989,-3.93,5.74,4.15,161.48,-167.51,170.56
1778267525.6061947,1389011,-6.91,5.63,5.84,160.57,-184.15,209.49
1778267525.6075954,1389033,-8.23,4.42,6.44,172.17,-194.27,242.50
1778267525.608526,1389055,-10.23,4.65,7.46,184.31,-193.27,250.13
1778267525.6665106,1389077,-12.73,5.12,9.49,191.80,-187.27,250.13
1778267525.6679847,1389099,-17.17,6.67,12.00,201.29,-177.13,250.13
1778267525.6692197,1389121,-19.62,2.28,12.17,228.67,-136.27,250.13
1778267525.7271404,1389143,-19.62,0.62,12.89,215.89,-109.05,250.13
1778267525.728473,1389165,-19.62,-8.39,9.56,208.28,-107.93,250.13
